py_ix,ITEM_ID,COLLECTION,NAME,DESCRIPTION,IMAGE,CATEGORY,MINT_USD,BID_USD,ORDER_USD,BUYERS,N_SALES,what,style,theme,color,season,occasion,who,adult flag,Preview
1181,0x477d5780511ce18379056c3f4e6b4712a47d171c-1,0x477d5780511ce18379056c3f4e6b4712a47d171c,Apprentice Mage Hat,This wearable offers increased attributes for Dice Masters Game.,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x477d5780511ce18379056c3f4e6b4712a47d171c:1/thumbnail,hat,0,7.48897442,126.1154003,42,67,hat,victorian,pirate,black and white,summer,halloween,pirate,no,
1182,0x32f079439c27d1dc1feb579d94b14f3e946a82e8-2,0x32f079439c27d1dc1feb579d94b14f3e946a82e8,MTN DEW Charged Jacket,MTN DEW Charged Jacket for the 2022 NYSubliners Major 4 playoffs,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x32f079439c27d1dc1feb579d94b14f3e946a82e8:2/thumbnail,upper_body,0,0.3324648519,14.19742643,40,43,vest,alien,alien,green,summer,halloween,person,no,
1183,0xeb38b53a0601b1cce64814220bff0723c3023ce3-1,0xeb38b53a0601b1cce64814220bff0723c3023ce3,White feather hat,A Leather Noble Lord Hat with a white feather,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xeb38b53a0601b1cce64814220bff0723c3023ce3:1/thumbnail,hat,0,0,0.09046690338,1,1,hat,fedora,feather,white,summer,bathroom,person,no,
1184,0x085e4efed4ff7dce97fadce8d0b6a4c73a4709f3-0,0x085e4efed4ff7dce97fadce8d0b6a4c73a4709f3,Glow Shoes,The brightest shoes in the metaverse!,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x085e4efed4ff7dce97fadce8d0b6a4c73a4709f3:0/thumbnail,feet,53.71264649,0,0.8110761848,40,41,tennis shoes,flip flops,sports,black and white,summer,birthday,male,no,
1185,0x5d88eaf7fcabebd65242b856b5246f3779ecf147-0,0x5d88eaf7fcabebd65242b856b5246f3779ecf147,Spider Lily Pant,A new life for the flower of death. LUCII X ASYMMETRIC,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x5d88eaf7fcabebd65242b856b5246f3779ecf147:0/thumbnail,lower_body,14.9065145,0,0,2,2,tie,dress,rock,black,winter,christmas,skater,no,
1186,0x68f49361b0e662b4401beda8d9d3d05128ca2053-1,0x68f49361b0e662b4401beda8d9d3d05128ca2053,Doctor,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x68f49361b0e662b4401beda8d9d3d05128ca2053:1/thumbnail,upper_body,0,0,0.8945094154,5,5,nurse's outfit,nurse,doctor,white,winter,doctor's office,doctor,no,
1187,0xd24874c11b0ad961d48be7950b928c70b5daad42-0,0xd24874c11b0ad961d48be7950b928c70b5daad42,DKNY Sneakers,,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xd24874c11b0ad961d48be7950b928c70b5daad42:0/thumbnail,feet,0,12.0177257,38.74664231,4,7,sneakers,new york,new york,white,summer,work,man,no,
1188,0xfe394c5655e0d4f8cb9fa908a1b8be82ea9421d8-2,0xfe394c5655e0d4f8cb9fa908a1b8be82ea9421d8,Wagmi Vroom Bottoms,Wagmi Vroom x Doki,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xfe394c5655e0d4f8cb9fa908a1b8be82ea9421d8:2/thumbnail,lower_body,81.57138688,0,0,8,8,uniform,crossdressing,bodysuit,black,summer,halloween,female,yes,
1189,0x07d03ca2c27f29ec3c4cf3afad857c5af13f61cd-2,0x07d03ca2c27f29ec3c4cf3afad857c5af13f61cd,WZ Venetian Green Cap,Buongiorno!,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x07d03ca2c27f29ec3c4cf3afad857c5af13f61cd:2/thumbnail,hat,0,1.312246429,14.48797476,15,19,hat,baseball,baseball,green,summer,summer,person,no,
1190,0xefa2a21d18b0f45f8ea360c69e54689172921e2d-0,0xefa2a21d18b0f45f8ea360c69e54689172921e2d,Polygon Punks Cap,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xefa2a21d18b0f45f8ea360c69e54689172921e2d:0/thumbnail,hat,10.65296309,0,0,2,2,hat,baseball,d,black,summer,work,computer,no,
1191,0xa317095edc731dee1c1501388efb5b1385774752-0,0xa317095edc731dee1c1501388efb5b1385774752,BFF Perks Party T-shirt,BFF Perks Party T-shirt,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xa317095edc731dee1c1501388efb5b1385774752:0/thumbnail,upper_body,0,0,0.7771736186,5,5,shirt,t shirt,hippie,black,summer,birthday,child,no,
1192,0x1c50a5455b1f2b36b852fa8e5fb935b9c77d9d13-1,0x1c50a5455b1f2b36b852fa8e5fb935b9c77d9d13,Oae Sankofa Sneaker - Haze,Stay on your fresh behavior with SANKOFA by Oae!,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x1c50a5455b1f2b36b852fa8e5fb935b9c77d9d13:1/thumbnail,feet,6.292421773,0,0,1,1,nike,nike,nike,gray and blue,summer,running,man,no,
1193,0x2c4ebe0f33acbe48eea8bc452dd7077de5e717c4-0,0x2c4ebe0f33acbe48eea8bc452dd7077de5e717c4,Party Lighter!,Light it Up and show some Love at DCL Party's! Stay Hydrated!,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x2c4ebe0f33acbe48eea8bc452dd7077de5e717c4:0/thumbnail,upper_body,2.828140266,0,0,2,2,shirt,sleeveless,star wars,blue,summer,birthday,skater,no,
1194,0xd32aa191844f1c33bdbc18f20a2f3d6be923c651-0,0xd32aa191844f1c33bdbc18f20a2f3d6be923c651,Takis Level Up T-Shirt,Short sleeve purple shirt with Takis packaging,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xd32aa191844f1c33bdbc18f20a2f3d6be923c651:0/thumbnail,upper_body,0,0.8645073468,4.243829036,4,5,t shirt,t shirt,t shirt,purple,summer,party,person,no,
1195,0x769638309632650a61abb93baa36f65f15871fbd-0,0x769638309632650a61abb93baa36f65f15871fbd,Pink Persuasion,SOULTRY DUBS x BABYDOLLS,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x769638309632650a61abb93baa36f65f15871fbd:0/thumbnail,upper_body,346.7457909,2.892907813,0,42,44,swimsuit,flapper,dance,purple,summer,prom,mannequin,no,
1196,0xe75ef2d153403c4a45df8603dcdfdddd2ed755ea-1,0xe75ef2d153403c4a45df8603dcdfdddd2ed755ea,Hearts Shorts,Your True Self is Priceless,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xe75ef2d153403c4a45df8603dcdfdddd2ed755ea:1/thumbnail,lower_body,0,11.52687247,39.45513253,18,21,cupcake,cupcake,valentine's day,black and red,summer,valentine's day,clown,no,
1197,0xf312b9eb240a8578f0d5abf55368f39929b84ab5-0,0xf312b9eb240a8578f0d5abf55368f39929b84ab5,I am so Loki | Loki,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xf312b9eb240a8578f0d5abf55368f39929b84ab5:0/thumbnail,upper_body,7.487810374,0,0,2,2,kite,neon,neon,green,summer,halloween,person,no,
1198,0x9a4253a83acba2bee1fde6a26c2091cdf0723eb8-0,0x9a4253a83acba2bee1fde6a26c2091cdf0723eb8,LimeWire x Billyracxx Hoodie,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x9a4253a83acba2bee1fde6a26c2091cdf0723eb8:0/thumbnail,upper_body,53.30391252,0,0,3,3,hoodie,hoodie,zombie,black,summer,halloween,man,no,
1199,0xf21084f2afc053eefda4f5539e535152126d596d-0,0xf21084f2afc053eefda4f5539e535152126d596d,Mantis Mansion Hat,Mantis Mansion NFT Exclusive Wearable 2022,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xf21084f2afc053eefda4f5539e535152126d596d:0/thumbnail,hat,3.656526822,0,0,3,3,hat,baseball,baseball,black,summer,party,baseball player,no,
1200,0x806ca461ecd89b5be0132ae78792fc3119f7e45a-0,0x806ca461ecd89b5be0132ae78792fc3119f7e45a,CRYPTDELART ROBE x CLURGE,WWW.CRYPTDELART.COM,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x806ca461ecd89b5be0132ae78792fc3119f7e45a:0/thumbnail,upper_body,50.84863691,0,0,9,9,bikini,bikini,swimsuit,purple,summer,swim,female,no,
1201,0x9b44629ad39b417801441040c586b3debdbd1d04-1,0x9b44629ad39b417801441040c586b3debdbd1d04,Golfcraft - Anubis Upperbody,Become an ancient minigolf divinity!,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x9b44629ad39b417801441040c586b3debdbd1d04:1/thumbnail,upper_body,0,4.023876482,9.957370128,2,2,costume,space suit,alien,black and yellow,summer,halloween,superhero,no,
1202,0xe0add8ff2b43f1859fe8d79df279706b0da2e985-4,0xe0add8ff2b43f1859fe8d79df279706b0da2e985,Retro Sport Logo Track,Original Penguin Retro Sport Logo Track,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xe0add8ff2b43f1859fe8d79df279706b0da2e985:4/thumbnail,upper_body,0,0.6494650674,21.91571069,11,27,jacket,sports,sports,black,winter,winter,skier,no,
1203,0xe0add8ff2b43f1859fe8d79df279706b0da2e985-2,0xe0add8ff2b43f1859fe8d79df279706b0da2e985,Exploded Floral Ratner,Original Penguin Exploded Floral Ratner,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xe0add8ff2b43f1859fe8d79df279706b0da2e985:2/thumbnail,upper_body,0,5.476345058,52.0336683,25,52,jacket,floral,floral,blue,winter,winter,child,no,
1204,0x5272c2737d9dc483179decd1bca5da01c2e5b140-3,0x5272c2737d9dc483179decd1bca5da01c2e5b140,LimeWire Sneaker,"Unlock VIP access in our venue, for MVMF and future events",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x5272c2737d9dc483179decd1bca5da01c2e5b140:3/thumbnail,feet,397.3615633,11.86899314,0,10,10,sneakers,sneakers,green,green,summer,christmas,person,no,
1205,0x30a5ff8765180c0d815fa489763ef08539886b0e-0,0x30a5ff8765180c0d815fa489763ef08539886b0e,Santander X Cap,Santander X Bracelet and Cap,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x30a5ff8765180c0d815fa489763ef08539886b0e:0/thumbnail,hat,0,0,5.943451085,9,13,hat,baseball,red and white,red and white,summer,halloween,baseball player,no,
1206,0x9b08429a22273f795df042263848b250d293d5ed-0,0x9b08429a22273f795df042263848b250d293d5ed,Dow Jones T-Shirt,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x9b08429a22273f795df042263848b250d293d5ed:0/thumbnail,upper_body,0,0,0.3702000518,2,2,wetsuit,wetsuit,body,black,summer,surfing,surfer,no,
1207,0x2d42adffa0d7ae957188371c7ffb746f5f54d61b-0,0x2d42adffa0d7ae957188371c7ffb746f5f54d61b,Festival Set RGB,"Choose any color you like , color change in ~hair color~ setting",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x2d42adffa0d7ae957188371c7ffb746f5f54d61b:0/thumbnail,upper_body,171.0948842,0,0,12,13,corset,bdsm,goth,black and white,summer,halloween,model,yes,
1208,0xb48c49837467698962753e512670e3d5d874b627-0,0xb48c49837467698962753e512670e3d5d874b627,Slim Pants,1th Wearable from FeBo. Get DC Role and Giveaway Access.,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xb48c49837467698962753e512670e3d5d874b627:0/thumbnail,lower_body,11.83162682,0,3.652939789,6,6,pants,casual,pants,black,winter,party,skater,no,
1209,0x9efb1131d9f4c9590865ea7001ae96c8b9b37fbb-0,0x9efb1131d9f4c9590865ea7001ae96c8b9b37fbb,Diamond Baseball Hat + Ponytail,Designed by @Walt_Adler Details at VIRTEWEL.com,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x9efb1131d9f4c9590865ea7001ae96c8b9b37fbb:0/thumbnail,hat,55.59459714,0,0,2,2,hat,visor,mosaic,yellow and white,summer,summer,woman,no,
1210,0x005d4450035a8deca37b969bd858da6f15ea21dd-0,0x005d4450035a8deca37b969bd858da6f15ea21dd,FMF365 Halloween - Witch Hat,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x005d4450035a8deca37b969bd858da6f15ea21dd:0/thumbnail,hat,0,24.61683324,9.082097206,3,3,hat,witch,witch,purple,winter,halloween,witch,no,
1211,0x6f7d2533752f265c9d7ff08d8c417345f25f6484-3,0x6f7d2533752f265c9d7ff08d8c417345f25f6484,Peat Hoodie,Peat unisex hoodie,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x6f7d2533752f265c9d7ff08d8c417345f25f6484:3/thumbnail,upper_body,0,0,1.22694293,2,2,snowsuit,sports,snowboarding,blue,winter,winter,snowboarder,no,
1212,0x97d82a74e17c8edfd4dc50b8fb318bc282eb84fa-3,0x97d82a74e17c8edfd4dc50b8fb318bc282eb84fa,Violet Futuristic Outfit Jacket,You are awesome,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x97d82a74e17c8edfd4dc50b8fb318bc282eb84fa:3/thumbnail,upper_body,0,0,157.1170946,1,1,costume,cartoon,anime,purple and white,winter,halloween,cartoon,no,
1213,0xf1ce8a235a9cc0fefe8f47a7ef4f32c44495517b-0,0xf1ce8a235a9cc0fefe8f47a7ef4f32c44495517b,Diplomats | We Set The Trends,Limited edition Jim Jones & Migos merch designed by Somehoodlum,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xf1ce8a235a9cc0fefe8f47a7ef4f32c44495517b:0/thumbnail,upper_body,162.4223495,2.572043382,0,20,22,sweatshirt,hoodie,blue,blue,summer,graduation,student,no,
1214,0x125f51bf2a07e7be62ec3516c24082887ec71d45-0,0x125f51bf2a07e7be62ec3516c24082887ec71d45,Metatrip Souvenir T-Shirt,"70% cotton, 30% comfort, 100% sense of adventure",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x125f51bf2a07e7be62ec3516c24082887ec71d45:0/thumbnail,upper_body,0,0,0.3319383675,1,1,t shirt,t shirt,t shirt,gray,summer,birthday,gamer,no,
1215,0x9eb786e335108e0333180c0a3a2162ab3b348445-0,0x9eb786e335108e0333180c0a3a2162ab3b348445,SIS-22 DAY 1 - White Top,Scale Up Impact Summit 2022 - Wearable,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x9eb786e335108e0333180c0a3a2162ab3b348445:0/thumbnail,upper_body,0,0,5.515769673,6,12,ski suit,ski,space,purple,summer,summer,skier,no,
1216,0xc8d0f351ff0a03c9fc1aaf97bbbeb5af68ef97a8-0,0xc8d0f351ff0a03c9fc1aaf97bbbeb5af68ef97a8,ARCH Cloth for Sensorium,Desinged for MetaMineS2 FashionMine,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xc8d0f351ff0a03c9fc1aaf97bbbeb5af68ef97a8:0/thumbnail,upper_body,0,256.5361722,0,3,3,dress,crossdressing,abstract,black and white,summer,birthday,woman,yes,
1217,0xc22357eeb0709820f8f54306c4aa34f50888dc9c-0,0xc22357eeb0709820f8f54306c4aa34f50888dc9c,The 5 elements ‘wood’ gown dress,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xc22357eeb0709820f8f54306c4aa34f50888dc9c:0/thumbnail,upper_body,485.8433787,0,0,8,8,dress,flapper,prom,silver,summer,prom,woman,no,
1218,0xdf0b6a5d8be33b082c1cbbb8d3d30661aec3047f-0,0xdf0b6a5d8be33b082c1cbbb8d3d30661aec3047f,Christmas Sweater,"It's the most wonderful time of the year... in the Metaverse!""",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xdf0b6a5d8be33b082c1cbbb8d3d30661aec3047f:0/thumbnail,upper_body,0,1.978226853,17.8009939,17,41,dress,dress,clown,yellow,summer,halloween,clown,no,
1219,0xac9fbf1a4e8e3100963334f91d8b81cdbc372882-0,0xac9fbf1a4e8e3100963334f91d8b81cdbc372882,Space Rabbit Shoes,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xac9fbf1a4e8e3100963334f91d8b81cdbc372882:0/thumbnail,feet,20.74741557,0,0,2,2,sneakers,sneakers,space,white,summer,party,skater,no,
1220,0x42be99dc2cfd2c8ae4874b83e2b46eeb7a38115f-0,0x42be99dc2cfd2c8ae4874b83e2b46eeb7a38115f,Yahoo Jersey No 8 Ver 2,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x42be99dc2cfd2c8ae4874b83e2b46eeb7a38115f:0/thumbnail,upper_body,0,1.482278363,7.958743098,7,7,snowboard,bird,purple,purple,summer,party,snowboarder,no,
1221,0x95db8e8a58589a6e3489f006a3e06b1c2d424b5d-2,0x95db8e8a58589a6e3489f006a3e06b1c2d424b5d,DENIM JEANS DIESELxHAPE,,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x95db8e8a58589a6e3489f006a3e06b1c2d424b5d:2/thumbnail,lower_body,0,0,29.95794493,1,1,jeans,casual,rock,gray,winter,party,person,no,
1222,0x1e13f3cdc5ddee46e3773021aef0882d0018d931-2,0x1e13f3cdc5ddee46e3773021aef0882d0018d931,Samsung Awesome Jacket,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x1e13f3cdc5ddee46e3773021aef0882d0018d931:2/thumbnail,upper_body,0,1.174180732,1.838957315,5,5,shirt,casual,space,black,winter,christmas,man,no,
1223,0x3553747df95decb27db6c7eb37badc39811e7df7-0,0x3553747df95decb27db6c7eb37badc39811e7df7,Argentina world champion 2022,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x3553747df95decb27db6c7eb37badc39811e7df7:0/thumbnail,upper_body,14.23268778,0,0,2,2,shirt,t shirt,soccer,white and blue,summer,summer,soccer player,no,
1224,0x3dcb1b0ffbff63dad15ecf051ec2f35c75583752-1,0x3dcb1b0ffbff63dad15ecf051ec2f35c75583752,Mercenary Girl Suite,Low Mercenary Stockings,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x3dcb1b0ffbff63dad15ecf051ec2f35c75583752:1/thumbnail,lower_body,110.745186,1.207538911,3.385088337,38,40,leggings,crossdressing,halloween,brown,summer,halloween,model,yes,
1225,0x4e931fdb1d5b0b06b522fe119170037aa4e9baa7-0,0x4e931fdb1d5b0b06b522fe119170037aa4e9baa7,Goldfish Backpack,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x4e931fdb1d5b0b06b522fe119170037aa4e9baa7:0/thumbnail,upper_body,0,0,0.9964392195,7,8,hat,casual,skateboarding,black,summer,work,skier,no,
1226,0x4a140e22f91fd606db827f56b3ae7db6095c4b1b-0,0x4a140e22f91fd606db827f56b3ae7db6095c4b1b,Hourglass Festival Tee 2022,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x4a140e22f91fd606db827f56b3ae7db6095c4b1b:0/thumbnail,upper_body,0,0,0.2475930036,6,6,t shirt,t shirt,t shirt,tan,summer,birthday,chef,no,
1227,0x3b7397082623a8480739987fa0b2c8544b3048e3-0,0x3b7397082623a8480739987fa0b2c8544b3048e3,Leopard fur coat,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x3b7397082623a8480739987fa0b2c8544b3048e3:0/thumbnail,upper_body,463.7826116,258.3821849,246.6513729,79,144,leopard print,leopard,leopard,brown and black,summer,halloween,woman,yes,
1228,0x150279bdddd599e316d8a64dc032345c7754923f-0,0x150279bdddd599e316d8a64dc032345c7754923f,Pride Umbrella Set,Get into the Rainbow flow with DAPPCRAFT outfit,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x150279bdddd599e316d8a64dc032345c7754923f:0/thumbnail,upper_body,5.90046594,11.06525575,34.98366499,11,13,costume,costume,rainbow,black,summer,halloween,clown,yes,
1229,0x3f0ba00d6a98db91f92e5e04accc9735a6fc562d-3,0x3f0ba00d6a98db91f92e5e04accc9735a6fc562d,Stoney Cyberbot 420 Feet,Bionic Cyber Feet,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x3f0ba00d6a98db91f92e5e04accc9735a6fc562d:3/thumbnail,feet,206.2516221,34.25610728,0,6,8,tennis shoes,tennis,alien,pink,summer,halloween,alien,no,
1230,0x42e5e59feb69f6cb876f56e9dae078908c36d9c6-0,0x42e5e59feb69f6cb876f56e9dae078908c36d9c6,CryptoAvatars Hoodie,You won't get cold in DCL with this cool CryptoAvatars hoodie.,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x42e5e59feb69f6cb876f56e9dae078908c36d9c6:0/thumbnail,upper_body,0,0,2.664762062,9,18,hoodie,hoodie,pirates,purple,winter,party,skier,no,
1231,0xc3af91b9257bec48eaf365373bc5420ebb3a7b0b-1,0xc3af91b9257bec48eaf365373bc5420ebb3a7b0b,WEB DESIGNER TOP,WEB COLLECTION FROM ITS OK BY ME & TGMC,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xc3af91b9257bec48eaf365373bc5420ebb3a7b0b:1/thumbnail,upper_body,0,0,2.031233472,1,1,shirt,t shirt,halloween,black,summer,halloween,skater,no,
1232,0x978e7bd0966163e68b4c18c5fc22e9e7b1b5e299-4,0x978e7bd0966163e68b4c18c5fc22e9e7b1b5e299,Sky High Puffer Jacket,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x978e7bd0966163e68b4c18c5fc22e9e7b1b5e299:4/thumbnail,upper_body,0,0,9.37479203,24,36,tie,tie dye,tie dye,pink,summer,party,person,no,
1233,0x1eacbcff55d894cfe60d70885afd9a21ab35f7ee-0,0x1eacbcff55d894cfe60d70885afd9a21ab35f7ee,Kalt Design,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x1eacbcff55d894cfe60d70885afd9a21ab35f7ee:0/thumbnail,upper_body,101.3423258,2.982705859,7.100767543,58,107,shirt,tie dye,tie dye,multicolored,summer,birthday,baseball player,no,
